id,label,parent_id
1828,Kultur- und Medienpädagogik,320
1826,Pädagogik der frühen Kindheit,320
1825,Pädagogische Freizeitforschung und Sportpädagogik,320
1827,Schulpädagogik,320
1806,Sonderpädagogik,320
2240,Kommunikationswissenschaft/Publizistik,325
3300,"Mathematik, Naturwissenschaften allgemein",330
3320,Interdisziplinäre Studien (Schwerpunkt Naturwissenschaft),330
3315,"Naturwissenschaftliche Fachdidaktiken, soweit nicht aufteilbar",330
3330,Statistik,330
3400,Mathematik allgemein,340
3440,"Algebra, Diskrete Mathematik und Zahlentheorie",340
3445,Analysis,340
3450,Didaktik der Mathematik,340
3460,Geometrie und Topologie,340
3470,Mathematik in Naturwissenschaften und Technik,340
3480,"Mathematische Stochastik, Finanz- und Versicherungsmathematik",340
3490,Numerische Mathematik und Mathematische Optimierung,340
3600,"Physik, Astronomie allgemein",360
3690,Astrophysik und Astronomie,360
3670,Chemische Physik und Polymerphysik,360
3650,Didaktik der Physik,360
3636,"Elementarteilchen, Kerne und Felder",360
3680,"Festkörper-, Oberflächen- und Materialphysik",360
3637,"Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen",360
3660,"Statistische und Biologische Physik, nichtlineare Dynamik und weiche Materie",360
3700,Chemie allgemein,370
3750,Analytische Chemie,370
3710,Anorganische Chemie,370
3760,Biochemie (für Chemiker),370
3800,Didaktik der Chemie,370
3830,Elektrochemie,370
3810,Lebensmittelchemie,370
3770,Makromolekulare Chemie,370
3820,Materialchemie,370
3780,Nuklearchemie,370
3840,Oberflächen- und Nanochemie,370
3720,Organische Chemie,370
3730,Physikalische Chemie,370
3740,Technische Chemie,370
3790,Theoretische Chemie,370
3850,Umwelt- und Atmosphärenchemie,370
3900,Pharmazie allgemein,390
3950,Klinische Pharmazie,390
3940,Pharmakologie und Toxikologie (Pharmazie),390
3910,Pharmazeutische Biologie/Pharmakognosie,390
3920,Pharmazeutische Chemie,390
3930,Pharmazeutische Technologie,390
4000,Biologie allgemein,400
4060,Anthropologie (Humanbiologie),400
4065,Biochemie (für Biologen),400
4030,Biophysik,400
4035,Biotechnologie (für Biologen),400
4040,Botanik,400
4070,Didaktik der Biologie,400
4010,Genetik,400
4020,Mikrobiologie,400
4080,Neurobiologie,400
4090,Ökologie,400
4050,Zoologie,400
4100,Geowissenschaften allgemein,410
4180,Geochemie,410
4110,Geologie,410
4190,Geoökologie,410
4150,Geophysik,410
4155,Hydrologie,410
4170,Kristallographie,410
4160,Meteorologie,410
4130,Mineralogie,410
4135,Ozeanographie,410
4120,Paläontologie,410
4140,"Petrologie, -graphie",410
4200,Geographie allgemein,420
4220,Anthropogeographie,420
4250,Didaktik der Geographie,420
4230,Geographische Länder- und Landschaftskunde,420
4205,Geoinformatik/Geoinformationssysteme,420
4240,Landschaftsökologie/Biogeographie,420
4210,Physische Geographie,420
4215,Wirtschafts- und Sozialgeographie,420
4400,Humanmedizin allgemein,440
4410,Didaktik der Medizin,440
4450,Gesundheitswissenschaften allgemein,445
4459,Gesundheitsökonomie,445
4451,Gesundheitspädagogik,445
4453,Gesundheitswissenschaft/-management,445
4455,Nichtärztliche Heilberufe/Therapien,445
4457,Pflegewissenschaft/-management,445
4500,Vorklinische Humanmedizin allgemein,450
4560,Anatomie,450
4530,Medizinische Biologie,450
4520,Medizinische Chemie,450
4510,Medizinische Physik,450
4580,Medizinische Psychologie,450
4585,Medizinische Soziologie,450
4590,Medizinische Terminologie,450
4540,Physiologie,450
4550,Physiologische Chemie (Biochemie),450
4595,Radiologie/Strahlentherapie/Nuklearmedizin,450
4610,Vorklinische Zahnheilkunde,450
4700,Klinisch-Theoretische Humanmedizin allgemein,470
4705,Arbeitsmedizin (klinisch-theoretisch),470
4720,Biomathematik (für Mediziner),470
4725,Biomedizinische Technik,470
4745,Epidemiologie,470
4820,Experimentelle Medizin/Medizinforschung (ohne klinische Medizin),470
4760,Geschichte der Medizin,470
4750,Humangenetik,470
4780,Hygiene und medizinische Mikrobiologie,470
4810,Immunologie,470
4730,Klinische Chemie und Hämatologie,470
4732,Klinische Krebsforschung und molekulare Tumorforschung,470
4735,Medizinische Balneologie und Klimatologie,470
4736,Medizinische Biophysik und Elektronenmikroskopie,470
4525,Medizinische Informatik (nur für Mediziner),470
4737,Medizinische Statistik und Dokumentation,470
4738,Parasitologie,470
4710,"Pathologie, Neuropathologie",470
4715,Pharmakologie und Toxikologie (medizinisch),470
4716,Präventiv- und Vorsorgemedizin,470
4740,"Radiologie (diagnostisch, ohne Betten)",470
4770,Rechtsmedizin,470
4775,Sexualmedizin,470
4776,Sozialmedizin (klinisch-theoretisch),470
4790,Virologie,470
4900,Klinisch-Praktische Humanmedizin allgemein,490
4910,Allgemeinmedizin,490
5070,Anästhesiologie,490
5090,Arbeitsmedizin (klinisch-praktisch),490
5020,Augenheilkunde,490
4980,Chirurgie,490
4960,Dermato-Venerologie,490
5120,Geriatrie/Gerontologie,490
4990,Gynäkologie,490
5030,"Hals-, Nasen-, Ohrenheilkunde",490
4940,Innere Medizin,490
5160,Kinder- und Jugendpsychiatrie,490
4950,Kinderheilkunde,490
5130,Neurochirurgie,490
5040,Neurologie,490
5010,Orthopädie,490
4920,Pathologie (klinisch-praktisch),490
4930,Pharmakologie (klinisch-praktisch),490
5015,Physikalische Medizin,490
5050,Psychiatrie,490
5060,Psychosomatische Medizin und Psychotherapie,490
5150,Radiologie/Strahlentherapie/Nuklearmedizin (mit Betten),490
5080,Rehabilitation,490
5140,Rheumatologie,490
5110,Sozialmedizin (klinisch-praktisch),490
4935,Sportmedizin (klinisch-praktisch),490
4936,Tumorzentrum und Transfusionsmedizin,490
4970,Urologie,490
5200,Zahnmedizin allgemein,520
5240,Kieferorthopädie,520
5230,"Zahn-, Mund- und Kieferchirurgie",520
5220,Zahnärztliche Prothetik,520
5210,Zahnerhaltung und Parodontologie,520
5400,Veterinärmedizin allgemein,540
5500,Vorklinische Veterinärmedizin allgemein,550
5510,"Anatomie, Embryologie und Histologie",550
5520,"Physiologie, Biochemie und Ernährungsphysiologie",550
5530,"Tierschutz, Mediz. Terminologie, Geschichte der Veterinärmedizin",550
5535,Veterinärmedizinische Zoologie und Hydrobiologie,550
5600,Klinisch-Theoretische Veterinärmedizin allgemein,560
5670,"Fleisch-, Lebensmittel- und Milchhygiene",560
5640,"Mikrobiologie, Virologie, Tierhygiene und Tierseuchenbekämpfung",560
5650,"Parasitologie, Tropenveterinärmedizin",560
5660,"Pharmakolologie, Toxikologie und Arzneiverordnungslehre",560
5620,"Tierernährung, allgemeine Landwirtschaftslehre, Verhaltenskunde",560
5610,"Tierzucht, vet.-med. Genetik und Zuchthygiene",560
5680,Versuchstierkunde und Fischkunde einschl. Krankheiten,560
5630,Veterinärmedizinische Pathologie,560
5800,Klinisch-Praktische Veterinärmedizin allgemein,580
5840,Andrologie und Haustierbesamung,580
5850,Gerichtliche Veterinärmedizin,580
5860,Innere Veterinärmedizin einschl. Labordiagnostik,580
5910,Krankheiten der kleinen Haustiere,580
5890,Krankheiten der kleinen Klauentiere,580
5870,Krankheiten der Pferde,580
5880,Krankheiten der Rinder,580
5920,Krankheiten des Geflügels,580
5810,Tierklinik allgemein,580
5820,Veterinärmedizinische Chirurgie,580
5830,Veterinärmedizinische Geburtshilfe und Gynäkologie,580
6100,"Agrar-, Forst- und Ernährungswissenschaften allgemein",610
6105,Angewandte Biotechnologie,610
6106,Angewandte Maschinenbautechnik,610
6107,Angewandte Naturwissenschaften,610
6108,Angewandte Verfahrenstechnik,610
6310,Landespflege allgemein,615
6315,Landschaftsarchitektur (ohne Gartenbau),615
6320,Landschaftsökologie,615
6330,Landschaftsplanung und Landschaftsentwicklung,615
6340,Meliorationswesen,615
6350,Naturschutz,615
6200,Agrarwissenschaften allgemein,620
6205,Agrarbiologie,620
6210,Agrartechnik,620
6260,Brauwesen/Getränketechnik,620
6300,Gartenbau,620
6250,Lebensmitteltechnologie/Getränketechnologie,620
6255,Milch- und Molkereiwirtschaft,620
6220,Pflanzenproduktion,620
6230,Tierproduktion,620
6235,Weinbau- und Kellerwirtschaft,620
6240,Wirtschafts- und Sozialwissenschaften des Landbaus,620
6400,"Forstwissenschaft, Holzwirtschaft allgemein",640
6420,Forstliche Fachwissenschaften,640
6410,Forstliche Grundlagenwissenschaften,640
6415,Holzwirtschaft,640
6430,Holzwissenschaften,640
6500,Ernährungs- und Haushaltswissenschaften allgemein,650
6520,Ernährungswissenschaften,650
6510,Haushaltswissenschaften,650
6700,Ingenieurwissenschaften allgemein,670
6740,Interdisziplinäre Studien (Schwerpunkt Ingenieurwesen - ohne Mechatronik),670
6750,Mechatronik,670
6780,Medientechnik,670
6710,Polytechnik/Arbeitslehre,670
6790,Regenerative Energien,670
6720,Technisches Gesundheitswesen,670
6755,Wirtschaftsingenieurwesen mit ingenieurwissenschaftlichem Schwerpunkt,675
6800,"Bergbau, Hüttenwesen allgemein",680
6870,Archäometrie (Ingenieurarchäologie),680
6860,Aufbereitung und Veredelung,680
6810,Bergbau und mineralische Rohstoffwirtschaft,680
6830,Bergbauliche Betriebswirtschaft,680
6820,Bergtechnik,680
6840,"Bergwirtschaft, Bergrecht",680
6845,Hütten- und Gießereiwesen,680
6850,"Markscheidewesen, Bergschadenkunde, Geophysik im Bergbau",680
6855,Metallurgie,680
6900,Maschinenbau allgemein,690
6760,Automatisierungstechnik,690
6905,Bioverfahrenstechnik,690
6955,Chemische Verfahrenstechnik,690
6930,Energieverfahrenstechnik,690
7190,Feinwerktechnik (mechanisch),690
7040,Holztechnik,690
7030,Kunststofftechnik,690
6935,Logistik,690
7010,Medizintechnik,690
7020,Physikalische Technik/Mechanische Verfahrenstechnik,690
6907,Print- und Medientechnik,690
6940,Produktions- und Fertigungstechnologie,690
6945,Sicherheitstechnik,690
6970,"Steuerungs-, Mess- und Regelungstechnik",690
6975,Technische/angewandte Optik,690
6976,Textiltechnik,690
6995,Thermische Verfahrenstechnik,690
6950,Transport- und Verteiltechnik,690
6985,Umwelttechnik (einschl. Recycling),690
6965,Versorgungs-/Entsorgungstechnik,690
7100,Elektrotechnik allgemein,710
7110,Allgemeine Elektrotechnik,710
7120,Elektrische Energietechnik,710
7125,Feinwerktechnik (elektrisch),710
7130,Kommunikations- und Informationstechnik,710
7160,Mikro- und Nanoelektronik,710
7140,Mikrosystemtechnik,710
7150,Optoelektronik,710
7170,Sensorik und Messtechnik,710
7155,"Steuerungs-, Mess- und Regelungstechnik (elektrisch)",710
7200,"Verkehrstechnik, Nautik allgemein",720
7240,Fahrzeug- und Flugzeugbau,720
7245,Fahrzeugtechnik,720
7246,Luft- und Raumfahrttechnik,720
7230,"Nautik, Seefahrt",720
7220,"Schiffbau, Meerestechnik",720
7210,Schiffsbetriebstechnik,720
7215,Verkehrsingenieurwesen,720
7300,Architektur allgemein,730
7350,Baugeschichte,730
7330,Bautechnik und Baubetrieb,730
7335,Denkmalpflege (Architektur),730
7340,Gebäudeplanung,730
7320,Gestaltung und Darstellung,730
7310,Grundlagen und Hilfswissenschaften der Architektur,730
7390,Innenarchitektur,730
7395,Städtebau und Siedlungswesen,730
7400,Raumplanung allgemein,740
7410,Grundlagen der Raumplanung,740
7450,Infrastrukturplanung,740
7440,Raumordnung,740
7430,Regional- und Landesplanung,740
7420,Stadtplanung (Ortsplanung),740
7460,Umweltschutz,740
7500,Bauingenieurwesen allgemein,750
7540,Baubetriebswesen/Baumanagement,750
7580,Bauinformatik,750
7570,Baustofftechnik,750
7560,Holzbau,750
7510,Konstruktiver Ingenieurbau,750
7530,"Verkehrsbau, -wesen",750
7520,"Wasserbau, -wesen",750
7550,Sonstige Bereiche des Bauingenieurwesens,750
7600,Vermessungswesen allgemein,760
7610,Kartographie,760
7620,Photogrammetrie,760
3500,Informatik allgemein,765
3520,Angewandte Informatik,765
3540,Bioinformatik,765
3550,Computer- und Kommunikationstechniken,765
3530,Ingenieurinformatik/Technische Informatik,765
3560,Künstliche Intelligenz,765
3570,Softwaretechnologie,765
3510,Theoretische Informatik,765
2990,Wirtschaftsinformatik (für Informatiker),765
7700,Materialwissenschaft,770
6990,Werkstofftechnik,770
7800,"Kunst, Kunstwissenschaften allgemein",780
7820,Kunsterziehung,780
7810,Kunstgeschichte,780
7840,Kunsttherapie,780
7830,Restaurierungskunde,780
7900,Bildende Kunst allgemein,790
7950,"Aktionen, Performance, Environment, Fotografie",790
7940,Graphik,790
7920,Malerei,790
7960,Neue Medien,790
7930,"Plastik, Bildhauerei",790
8000,Gestaltung allgemein,800
8050,Angewandte Kunst,800
8060,"Bühnenbild, Kostüm",800
8070,"Designtheorie, -geschichte",800
8075,Edelstein- und Schmuckdesign,800
8076,Graphikdesign/Kommunikationsgestaltung,800
8010,Industriedesign/Produktgestaltung,800
8020,Modedesign,800
8040,Textildesign,800
8030,Visuelle Kommunikation,800
8035,Werkerziehung (Gestaltung),800
8200,"Darst. Kunst, Film und Fernsehen, Theaterwissenschaft allgemein",820
8210,Darstellende Kunst,820
8250,Film und Fernsehen,820
8270,Musiktheater,820
8275,"Produktionswirtschaft im Bereich Darst. Kunst, Theater, Film und Fernsehen",820
8230,Regie,820
8220,Schauspiel,820
8225,Tanzwissenschaft,820
8240,Theaterwissenschaft,820
8300,"Musik, Musikwissenschaft allgemein",830
8340,Dirigieren,830
8320,Gesang,830
8310,Instrumentalmusik,830
8315,Jazz und Popularmusik,830
8325,Kirchenmusik,830
8330,Komposition,830
8360,Musikerziehung,830
8350,"Musikwissenschaft, -geschichte",830
8363,Orchestermusik,830
8364,Rhythmik,830
8365,Sonstige Musikpraxis,830
8700,Hochschule allgemein,870
8730,Hochschulkommission,870
8720,Nicht nutzbare Räume,870
8710,Nicht zugeteilte Stellen/Räume/Mittel,870
8800,Allgemeine Hochschulverwaltung,880
8805,Akademische Selbstverwaltung,880
8810,Fakultäts-/Fachbereichsverwaltung,880
8806,"Personalvertretung einschl. Vertr. für Datenschutz, Behinderte, etc.",880
8820,Studentische Selbstverwaltung,880
8830,Zentrale Studienberatung,880
8600,Hörsaal/Lehrraum,890
9050,Archiv,900
9000,Bibliothek,900
9100,Rechenzentrum,910
9200,Zentrale wissenschaftliche Einrichtungen allgemein,920
9230,Akademisches Auslandsamt,920
9280,Forschungs-/Technologie-/Transferstellen,920
9210,Sprachenzentrum,920
9220,Sprachlabor,920
9250,Strahlenlabor,920
9240,Tierversuchsanlage,920
9290,Weiterbildungszentrum,920
9260,Wissenschaftliche/Künstlerische Werkstätten,920
9300,Zentrale Betriebs- und Versorgungseinrichtungen allgemein,930
9305,"Arbeitssicherheit, Feuerwehr",930
9350,Fahrbereitschaft,930
9320,"Foto-, Reprostelle",930
9310,Hausverwaltung,930
9340,Materialversorgungslager der Hochschule,930
9360,Versorgungseinrichtungen,930
9330,Zentrale Betriebswerkstätten,930
9400,Soziale Einrichtungen allgemein,940
9420,Wohnheim,940
9410,Wohnung/Gästehaus,940
9430,Sonstige soziale Einrichtungen,940
9500,Übrige Ausbildungseinrichtungen allgemein,950
9520,Schulen für nichtakademische Ausbildungsgänge,950
9540,Sportstätten,950
9510,Studienkolleg,950
9530,Sonstige Bildungseinrichtungen,950
9600,Mit der Hochschule verbundene Einrichtungen allgemein,960
9650,Einrichtungen des öffentlichen Gesundheitswesens,960
9675,Fraunhofer-Institute,960
9660,Hochschulbauamt,960
9665,Kirchliche Prüfungsämter,960
9670,Landesanstalten,960
9640,Materialprüfungsanstalten,960
9630,Max-Planck-Institute,960
9620,Staatliche Prüfungsämter,960
9610,Studentenwerk,960
9680,Sonstige hochschulfremde Institutionen,960
8900,Zentrale Dienste der Kliniken allgemein,970
8905,"Ambulanz, Konsiliardienst",970
8930,Apotheke,970
9730,"Energie, Wasser, Transport",970
8910,Klinikverwaltung (einschl. Rechenzentrum),970
8915,Pflegedienst,970
8940,"Reinigung, Wäsche, Sterilisation",970
9740,Werkstätten,970
9710,Zentral verwaltete Hörsäle und Lehrräume,970
8920,Zentrale Blutbank,970
9720,Zentrale wissenschaftliche Einrichtungen (einschl. Bibliothek),970
8950,Zentrallabor,970
9800,Soziale Einrichtungen der Kliniken allgemein,980
9820,Dienstwohnungen,980
9830,Kindergarten,980
9810,Krankenhausseelsorge,980
9815,Patientenbücherei,980
9805,"Sozialdienst, Patientenbetreuung",980
9825,Wohnheime,980
9860,Schulen für nichtakademische Ausbildungsgänge,986
9900,Mit den Kliniken verbundene Einrichtungen allgemein,990
9920,Blutbank anderer Träger,990
9930,"Geschäft, Gaststätte, Bank, Friseur",990
9910,Öffentliches Gesundheitswesen (z.B. Blutalkoholunters.),990
